Campaign Name,Reach (Estimated),Date,CPC (Cost per Click),CTR (Clickthrough Rate),CPM (Cost per 1000 Impressions),Action Post Engagement,Cost Per Action Link Clicks,Frequency,Action Landing Page View,"Spend (Cost, Amount Spent)"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1986,2023-09-26,"2,117209","1,898455","40,19426",590,"3,371852","1,140483",21,"91,04"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,319,2023-09-25,"1,049091","3,107345","32,59887",66,"1,282222","1,109718",2,"11,54"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1773,2023-09-25,"1,658929","2,683277","44,513656",564,"2,382051","1,177101",33,"92,9"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,240,2023-09-24,"5,395","0,793651","42,81746",47,"10,79","1,05",1,"10,79"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1922,2023-09-24,"1,396957","3,017053","42,146917",677,"2,295","1,189906",34,"96,39"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,272,2023-09-23,"1,534","1,718213","26,357388",58,"1,9175","1,069853",4,"7,67"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1799,2023-09-23,"1,970217","2,2158","43,656069",574,"2,665588","1,153974",32,"90,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,259,2023-09-22,"1,738333","2,150538","37,383513",58,"10,43","1,07722",1,"10,43"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1908,2023-09-22,"1,17027","3,351449","39,221014",632,"1,767347","1,157233",40,"86,6"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,305,2023-09-21,"1,745","1,875","32,71875",66,"5,235","1,04918",,"10,47"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2038,2023-09-21,"1,366364","2,808511","38,374468",639,"2,199512","1,153091",33,"90,18"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,306,2023-09-20,"2,5875","1,219512","31,554878",75,"5,175","1,071895",1,"10,35"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1976,2023-09-20,"1,604","2,386117","38,273319",574,"2,845806","1,166498",28,"88,22"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,307,2023-09-19,"2,625","1,204819","31,626506",60,"3,5","1,081433",1,"10,5"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2476,2023-10-18,"1,207397","2,736132","33,035982",759,"1,7628","1,077544",36,"88,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2434,2023-10-14,"1,581228","2,113459","33,418613",744,"2,048409","1,108053",38,"90,13"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,253,2023-10-14,"1,312857","2,681992","35,210728",65,"2,2975","1,031621",3,"9,19"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2855,2023-10-15,"1,220897","2,488038","30,376396",872,"1,763519","1,098074",40,"95,23"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,480,2023-10-15,"0,750714","2,7833","20,894632",156,"0,875833","1,047917",6,"10,51"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3330,2023-10-16,"1,585862","1,501813","23,816675",985,"2,628","1,15976",25,"91,98"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,857,2023-10-16,"0,704","1,516684","10,677452",246,"1,32","1,154026",6,"10,56"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3161,2023-10-17,"1,574737","1,610624","25,363097",896,"2,64","1,119582",26,"89,76"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,568,2023-10-17,"0,63875","2,622951","16,754098",144,"0,786154","1,073944",8,"10,22"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,309,2023-10-13,"1,994","1,5625","31,15625",80,"3,323333","1,035599",3,"9,97"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,372,2023-10-18,"1,2875","2,077922","26,753247",123,"2,575","1,034946",4,"10,3"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2588,2023-10-19,"1,475593","2,173913","32,078113",794,"2,024651","1,048686",34,"87,06"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,781,2023-10-19,"1,568","1,851852","29,037037",208,"1,96","1,037132",7,"23,52"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3702,2023-10-20,"1,12275","2,0005","22,460615",1059,"1,833061","1,080227",32,"89,82"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1227,2023-10-20,"1,682941","1,33753","22,509835",350,"3,178889","1,03586",9,"28,61"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2429,2023-10-21,"1,690256","1,478953","24,998104",659,"3,296","1,085632",17,"65,92"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,866,2023-10-21,"1,506","1,675978","25,240223",239,"2,053636","1,033487",9,"22,59"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1923,2023-09-19,"1,713846","2,313167","39,644128",567,"2,874839","1,169007",22,"89,12"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2683,2023-10-13,"1,097949","2,638701","28,971583",804,"1,822128","1,101752",38,"85,64"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,349,2023-10-12,"1,671667","1,657459","27,707182",89,"1,671667","1,037249",6,"10,03"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2420,2023-10-12,"1,398571","2,363091","33,049512",721,"2,0025","1,101653",36,"88,11"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,292,2023-10-11,,0,"32,189542",65,,"1,047945",,"9,85"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2033,2023-10-11,"1,455082","2,66725","38,810669",632,"2,164878","1,124939",34,"88,76"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,372,2023-10-10,"1,135556","2,319588","26,340206",101,"2,044","1,043011",4,"10,22"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2406,2023-10-10,"1,483279","2,238532","33,20367",711,"2,445405","1,132585",23,"90,48"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,361,2023-10-09,"2,152","1,340483","28,847185",84,"3,586667","1,033241",3,"10,76"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2697,2023-10-09,"0,992473","3,115578","30,921273",884,"1,564407","1,106785",47,"92,3"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,341,2023-10-08,"0,919167","3,252033","29,891599",95,"2,206","1,082111",3,"11,03"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2902,2023-10-08,"1,514603","1,939058","29,369037",861,"2,578919","1,119573",28,"95,42"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,310,2023-10-07,"1,518333","1,759531","26,715543",71,"2,2775","1,1",1,"9,11"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2634,2023-10-07,"1,647547","1,790541","29,5",753,"2,297895","1,123766",32,"87,32"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,312,2023-10-06,"4,61","0,529101","24,391534",55,,"1,211538",,"9,22"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2306,2023-10-06,"1,797","1,955417","35,138835",633,"2,642647","1,108846",24,"89,85"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2604,2023-08-30,"1,117722","2,695326","30,126237",1063,"1,447541","1,125576",44,"88,3"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3185,2023-08-26,"1,131795","2,236239","25,309633",1094,"1,40127","1,095133",49,"88,28"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,475,2023-08-26,"0,734615","2,615694","19,215292",94,"2,3875","1,046316",4,"9,55"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3181,2023-08-27,"0,952079","2,862812","27,256236",1168,"1,299459","1,109085",65,"96,16"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,394,2023-08-27,"2,228","1,201923","26,778846",91,"3,713333","1,055838",3,"11,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2477,2023-08-28,"1,45125","2,396106","34,773493",857,"1,688727","1,078321",52,"92,88"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,457,2023-08-28,"2,6725","0,858369","22,939914",108,"5,345","1,019694",1,"10,69"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2330,2023-08-29,"1,521525","2,322835","35,34252",846,"1,832041","1,090129",33,"89,77"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,441,2023-08-29,"1,557143","1,535088","23,903509",109,"2,18","1,034014",4,"10,9"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,502,2023-08-25,"0,932","1,901141","17,718631",117,"1,864","1,047809",2,"9,32"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,440,2023-08-30,"1,651667","1,25","20,645833",89,"2,4775","1,090909",3,"9,91"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2313,2023-08-31,"1,388462","2,451905","34,043757",759,"1,961957","1,146131",33,"90,25"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,417,2023-08-31,"0,890909","2,428256","21,633554",91,"0,890909","1,086331",4,"9,8"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2271,2023-09-01,"2,085366","1,607843","33,529412",738,"2,442857","1,122853",29,"85,5"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,410,2023-09-01,"1,701667","1,369863","23,310502",88,"2,5525","1,068293",3,"10,21"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2199,2023-09-02,"1,33303","2,628435","35,037834",725,"1,691923","1,141883",44,"87,98"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,388,2023-09-02,"0,699167","2,790698","19,511628",92,"1,198571","1,108247",4,"8,39"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2567,2023-09-03,"1,142771","2,798382","31,979096",771,"1,756481","1,155434",42,"94,85"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2977,2023-08-25,"1,46661","1,82606","26,781182",980,"2,218718","1,085321",34,"86,53"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,372,2023-08-24,"1,235","2,051282","25,333333",83,"2,47","1,048387",2,"9,88"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3799,2023-08-24,"0,758879","2,73134","20,727572",1237,"1,12859","1,117926",61,"88,03"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,516,2023-08-23,"0,673333","2,727273","18,363636",120,"1,442857","1,065891",5,"10,1"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4123,2023-08-23,"0,691969","2,822222","19,528889",1245,"1,156316","1,091438",61,"87,88"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,427,2023-08-22,"1,07","2,232143","23,883929",110,"2,14","1,04918",3,"10,7"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3663,2023-08-22,"0,764831","2,922963","22,35571",1201,"1,025568","1,102102",64,"90,25"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,522,2023-08-21,"1,184444","1,615799","19,138241",104,"2,132","1,06705",5,"10,66"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3202,2023-08-21,"0,922941","2,857943","26,377136",1093,"1,272162","1,114616",58,"94,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,610,2023-08-20,"0,833846","2,040816","17,017268",116,"1,548571","1,044262",5,"10,84"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3751,2023-08-20,"1,0875","2,122016","23,076923",1157,"1,708929","1,105572",46,"95,7"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,428,2023-08-19,"2,3675","0,888889","21,044444",88,"4,735","1,051402",2,"9,47"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3252,2023-08-19,"1,379063","1,740076","23,996737",1001,"1,877872","1,130996",43,"88,26"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,516,2023-08-18,"0,523889","3,358209","17,593284",99,"0,857273","1,03876",6,"9,43"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3899,2023-08-18,"0,96011","2,097257","20,135976",1151,"1,783061","1,112849",42,"87,37"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2600,2023-09-11,"1,547213","1,962677","30,366795",709,"2,949375","1,195385",22,"94,38"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,281,2023-09-18,"3,666667","1,027397","37,671233",55,,"1,039146",,11
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2047,2023-09-18,"1,604386","2,440068","39,148116",615,"2,689706","1,141182",25,"91,45"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,323,2023-09-17,"2,126","1,466276","31,173021",61,"10,63","1,055728",1,"10,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2505,2023-09-17,"1,551475","2,079073","32,256305",778,"2,308293","1,171257",31,"94,64"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,335,2023-09-16,"3,143333","0,821918","25,835616",48,,"1,089552",,"9,43"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2055,2023-09-16,"1,894681","1,989839","37,701101",565,"2,872581","1,149392",27,"89,05"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,333,2023-09-15,"1,415714","1,876676","26,568365",63,"2,4775","1,12012",,"9,91"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1793,2023-09-15,"1,62566","2,516619","40,911681",559,"2,610909","1,174568",29,"86,16"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,347,2023-09-14,"9,74","0,251256","24,472362",76,"9,74","1,146974",1,"9,74"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2352,2023-09-14,"1,261143","2,474373","31,205373",660,"2,053023","1,202806",28,"88,28"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,369,2023-09-13,"0,975","2,386635","23,26969",76,"1,625","1,135501",4,"9,75"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2193,2023-09-13,"1,7502","1,860119","32,555804",634,"2,822903","1,225718",24,"87,51"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,326,2023-09-12,"1,33625","2,222222","29,694444",83,"3,563333","1,104294",3,"10,69"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2253,2023-09-12,"1,422063","2,339398","33,267731",640,"2,357632","1,195295",32,"89,59"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,443,2023-09-11,"1,188889","1,8","21,4",87,"2,675","1,128668",4,"10,7"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,362,2023-08-17,"1,127778","2,387268","26,923077",77,"2,03","1,041436",3,"10,15"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,363,2023-09-10,"5,41","0,480769","26,009615",77,"5,41","1,146006",1,"10,82"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2748,2023-09-10,"1,409853","2,041429","28,781147",826,"2,08413","1,212154",33,"95,87"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,428,2023-09-09,"1,621667","1,244813","20,186722",85,"2,4325","1,126168",3,"9,73"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2436,2023-09-09,"1,358438","2,221451","30,177022",792,"2,120488","1,182677",29,"86,94"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,425,2023-09-08,"1,115556","1,960784","21,873638",97,"1,434286","1,08",2,"10,04"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2386,2023-09-08,"1,228219","2,644928","32,485507",742,"1,829796","1,156748",36,"89,66"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,387,2023-09-07,"1,095556","2,12766","23,309693",76,"3,286667","1,093023",3,"9,86"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2119,2023-09-07,"1,534746","2,368527","36,350863",651,"2,26375","1,175555",31,"90,55"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,350,2023-09-06,"1,653333","1,630435","26,956522",73,"2,48","1,051429",5,"9,92"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2189,2023-09-06,"1,819375","1,864802","33,927739",650,"2,36027","1,175879",28,"87,33"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,456,2023-09-05,"1,144444","1,829268","20,934959",69,"1,716667","1,078947",5,"10,3"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2671,2023-09-05,"1,089506","2,601156","28,339756",814,"1,697115","1,165855",43,"88,25"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,467,2023-09-04,"0,716","3,061224","21,918367",98,"1,79","1,049251",5,"10,74"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3144,2023-09-04,"1,036222","2,446982","25,356172",926,"1,554333","1,169847",47,"93,26"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,295,2023-09-03,"2,615","1,290323","33,741935",61,"2,615","1,050847",1,"10,46"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,381,2023-06-13,"1,132222","2,255639","25,538847",125,"1,132222","1,047244",5,"10,19"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,942,2023-04-28,"0,959697","3,179191","30,510597",344,"1,092069","1,101911",21,"31,67"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,586,2023-05-13,"0,741429","3,301887","24,481132",232,"1,197692","1,085324",9,"15,57"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,284,2023-06-14,"1,461429","2,372881","34,677966",93,"3,41","1,038732",3,"10,23"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4411,2023-04-29,"0,688547","3,448276","23,742983",1947,"0,904046","1,130809",96,"118,43"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2972,2023-06-14,"1,045119","2,513465","26,268701",1163,"1,272319","1,124495",61,"87,79"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1181,2023-04-29,"1,18069","2,249806","26,563227",430,"1,556364","1,091448",20,"34,24"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4542,2023-05-28,"0,589806","3,114952","18,372187",1945,"0,708682","1,095553",102,"91,42"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,605,2023-05-28,"1,027","1,572327","16,147799",186,"1,467143","1,05124",4,"10,27"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3330,2023-05-13,"0,825515","3,72807","30,775768",1798,"1,09","1,095495",85,"112,27"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4978,2023-04-30,"0,774268","2,774342","21,480827",2062,"0,935077","1,136802",105,"121,56"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1051,2023-04-30,"0,573469","4,343972","24,911348",415,"0,826471","1,073264",26,"28,1"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3510,2023-04-28,"0,838889","3,166625","26,564463",1429,"1,067677","1,133618",76,"105,7"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3321,2023-06-13,"1,036395","2,246604","23,283699",1280,"1,371231","1,152665",51,"89,13"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4654,2023-05-29,"0,694621","2,574103","17,880265",1838,"0,873238","1,101848",92,"91,69"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,569,2023-05-29,"1,30625","1,342282","17,533557",187,"1,30625","1,047452",4,"10,45"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,504,2023-05-12,"1,098571","2,739726","30,097847",182,"1,538","1,013889",4,"15,38"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4092,2023-05-12,"0,788544","3,420654","26,973371",1951,"1,029669","1,128788",108,"124,59"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,6618,2023-05-01,"0,704951","2,709954","19,103837",2845,"0,813714","1,126322",141,"142,4"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,844,2023-05-01,"1,07","2,18894","23,421659",336,"1,270625","1,028436",14,"20,33"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,496,2023-06-12,"1,45","1,369863","19,863014",118,"2,03","1,030242",4,"10,15"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3267,2023-06-12,"1,481613","1,679762","24,887564",1145,"2,041333","1,129783",31,"91,86"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4013,2023-05-30,"0,955745","2,107623","20,143498",1617,"1,302029","1,111388",58,"89,84"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3433,2023-05-26,"0,74563","3,048156","22,727971",1328,"0,985889","1,137198",73,"88,73"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,684,2023-04-23,"2,157619","2,864939","61,814461",276,"2,517222","1,071637",13,"45,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,6516,2023-04-24,"0,55599","2,872961","15,973365",3131,"0,586538","1,025629",162,"106,75"
