Campaign Name,Reach (Estimated),Date,CPC (Cost per Click),CTR (Clickthrough Rate),CPM (Cost per 1000 Impressions),Action Post Engagement,Cost Per Action Link Clicks,Frequency,Action Landing Page View,"Spend (Cost, Amount Spent)"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4049,2023-08-09,"1,067699","2,422294","25,862808",1314,"1,65274","1,152136",66,"120,65"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2519,2023-10-03,"1,847813","2,165088","40,006766",750,"2,815714","1,173482",27,"118,26"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4996,2023-08-27,"0,930809","2,344828","21,825862",1391,"1,332526","1,160929",77,"126,59"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3105,2023-09-20,"1,386588","2,273335","31,521797",803,"2,266538","1,204187",38,"117,86"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2727,2023-10-04,"1,602917","2,229793","35,741716",751,"2,508913","1,184085",31,"115,41"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4960,2023-08-13,"1,14469","1,995761","22,845284",1504,"1,437222","1,141532",63,"129,35"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2474,2023-10-05,"2,055172","1,954837","40,175261",652,"2,772093","1,199272",34,"119,2"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4839,2023-08-26,"1,190204","1,777294","21,153428",1248,"2,082857","1,139492",45,"116,64"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4344,2023-09-03,"1,23233","1,992648","24,556007",1219,"1,6924","1,189917",62,"126,93"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2885,2023-09-19,"1,841846","1,834086","33,781038",756,"2,92","1,228423",33,"119,72"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2792,2023-10-06,"1,9265","1,79051","34,494181",691,"3,124054","1,200215",27,"115,59"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3333,2023-09-21,"1,5924","1,876407","29,87991",896,"2,541064","1,19922",35,"119,43"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3153,2023-09-18,"2,50551","1,318267","33,029325",815,"3,960323","1,178877",26,"122,77"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3479,2023-10-07,"1,334659","2,141119","28,576642",910,"2,796429","1,181374",34,"117,45"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4277,2023-08-25,"1,348471","1,750051","23,598929",1135,"2,339184","1,135609",42,"114,62"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3657,2023-10-08,"1,312551","2,317333","30,416174",972,"2,382037","1,156412",43,"128,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4421,2023-08-14,"1,009754","2,433187","24,569206",1369,"1,466548","1,134133",64,"123,19"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4278,2023-09-04,"1,402159","1,716738","24,071401",1089,"2,285","1,198223",41,"123,39"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3076,2023-10-09,"1,883077","1,809073","34,06624",774,"3,497143","1,168075",23,"122,4"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4099,2023-08-24,"1,257097","1,957071","24,602273",1159,"1,771364","1,159307",55,"116,91"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3085,2023-10-10,"1,651507","1,966595","32,478448",793,"2,62087","1,203241",37,"120,56"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3154,2023-09-16,"1,920328","1,610774","30,932136",903,"2,724186","1,200698",36,"117,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4012,2023-08-29,"1,467108","1,804348","26,471739",1150,"2,099483","1,14656",40,"121,77"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3637,2023-08-31,"1,253125","2,215044","27,757268",1131,"1,718571","1,191641",53,"120,3"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3034,2023-09-26,"1,342472","2,443712","32,80615",854,"2,597391","1,200396",36,"119,48"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4489,2023-08-11,"1,111376","2,152874","23,926526",1412,"1,659452","1,127868",54,"121,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2921,2023-09-25,"1,640263","2,111111","34,627778",817,"2,65234","1,232455",36,"124,66"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2425,2023-09-27,"1,882742","2,129121","40,085852",712,"2,483617","1,200825",29,"116,73"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3742,2023-08-30,"1,182626","2,274294","26,896393",1196,"1,626111","1,163282",54,"117,08"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3681,2023-09-24,"1,370638","2,060952","28,248191",1067,"1,982154","1,239065",47,"128,84"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2016,2023-09-28,"1,922742","2,69331","51,785404",594,"2,337451","1,141865",40,"119,21"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3501,2023-09-01,"1,585417","1,773836","28,12269",1128,"2,113889","1,159383",43,"114,15"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2059,2023-09-29,"3,206053","1,539085","49,343864",573,"5,537727","1,199126",15,"121,83"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3896,2023-09-17,"1,317083","2,077023","27,356123",1083,"1,806286","1,186345",53,"126,44"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2911,2023-09-23,"1,415833","2,323651","32,899032",818,"2,202407","1,241841",42,"118,93"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2030,2023-09-30,"2,37413","1,936027","45,963805",611,"3,212059","1,170443",29,"109,21"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4345,2023-08-12,"1,003636","2,452371","24,61289",1407,"1,537215","1,135558",67,"121,44"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4464,2023-08-10,"1,417209","1,691249","23,968535",1333,"1,934603","1,139113",46,"121,88"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2681,2023-09-22,"1,595139","2,200489","35,100856",760,"1,980172","1,22044",42,"114,85"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2473,2023-10-01,"1,876232","2,390024","44,842397",748,"2,642041","1,167408",40,"129,46"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4319,2023-08-28,"1,226733","2,088503","25,620347",1208,"1,609091","1,119704",60,"123,9"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2744,2023-10-02,"2,148793","1,79845","38,644961",778,"3,11575","1,175292",32,"124,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3474,2023-09-02,"1,249247","2,320938","28,99426",972,"1,683768","1,153425",57,"116,18"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3008,2023-10-16,"1,765735","1,898911","33,52974",753,"3,245135","1,190492",23,"120,07"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,6478,2023-10-20,"1,52373","1,733865","26,41943",1783,"2,704085","1,121797",50,"191,99"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4179,2023-09-06,"1,29","1,831723","23,629227",1101,"2,059474","1,188801",42,"117,39"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3535,2023-09-13,"1,342184","1,958577","26,287708",945,"2,3354","1,256577",37,"116,77"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3889,2023-10-15,"1,280297","2,252956","28,844524",1056,"2,191695","1,152738",44,"129,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4451,2023-08-21,"1,170463","2,091807","24,483827",1333,"1,420337","1,159964",70,"126,41"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3536,2023-08-19,"1,189485","2,335099","27,775638",1074,"1,6025","1,174774",58,"115,38"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4749,2023-10-19,"1,667048","1,931923","32,206072",1305,"3,070877","1,144451",32,"175,04"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4875,2023-09-10,"1,428315","1,469617","20,990753",1307,"2,083934","1,242256",45,"127,12"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3061,2023-10-14,"1,443494","2,341326","33,796897",872,"2,445102","1,158118",39,"119,81"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4141,2023-08-16,"1,433171","1,746911","25,036216",1187,"2,061754","1,133543",48,"117,52"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3801,2023-09-12,"1,6304","1,607372","26,206601",965,"2,223273","1,227572",45,"122,28"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2926,2023-10-17,"1,436667","2,394527","34,401368",801,"2,462857","1,198906",40,"120,68"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4768,2023-09-11,"1,282245","1,648167","21,133535",1212,"1,963438","1,247064",49,"125,66"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2627,2023-10-18,"1,546711","2,504944","38,744232",750,"2,555435","1,15493",38,"117,55"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4813,2023-08-20,"0,997752","2,30316","22,979825",1518,"1,496628","1,163723",70,"128,71"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3752,2023-09-07,"1,527564","1,732948","26,471895",986,"2,166364","1,199627",45,"119,15"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4302,2023-08-15,"1,456829","1,685509","24,554985",1240,"1,958361","1,130869",43,"119,46"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,2866,2023-10-11,"1,770606","1,911935","33,852839",750,"3,158378","1,204466",29,"116,86"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4273,2023-08-18,"1,049643","2,228412","23,39037",1306,"1,632778","1,176223",58,"117,56"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4088,2023-08-23,"1,115238","2,199413","24,528697",1135,"1,697101","1,167808",50,"117,1"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4221,2023-09-05,"1,282043","1,79606","23,026265",1138,"1,779552","1,226724",49,"119,23"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3614,2023-10-21,"1,742024","2,112676","36,80332",951,"3,113404","1,100166",38,"146,33"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4434,2023-09-09,"1,348488","1,594069","21,495829",1202,"2,108545","1,216734",42,"115,97"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3027,2023-09-15,"1,694328","1,864737","31,594768",830,"2,58","1,186984",37,"113,52"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3272,2023-10-12,"1,516795","2,014463","30,555269",827,"2,517234","1,183374",31,"118,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3275,2023-09-14,"2,176111","1,371254","29,84002",878,"3,175946","1,202443",28,"117,51"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4525,2023-09-08,"1,092037","2,002596","21,86909",1256,"2,106071","1,191823",44,"117,94"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4745,2023-08-08,"1,327957","1,749765","23,236124",1509,"1,843284","1,120126",56,"123,5"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,4548,2023-08-17,"1,187273","1,943081","23,069676",1436,"1,6325","1,120273",61,"117,54"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3065,2023-10-13,"2,181346","1,456175","31,764212",809,"4,051071","1,16509",25,"113,43"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - ABO - VÍDEO,3970,2023-08-22,"1,022308","2,50589","25,617905",1371,"1,329","1,176071",67,"119,61"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2617,2023-09-10,"1,8972","1,655081","31,400199",794,"2,79","1,154375",28,"94,86"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1665,2023-09-25,"2,114318","2,301255","48,655858",536,"2,907188","1,148348",27,"93,03"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2657,2023-09-01,"1,986818","1,458886","28,985411",851,"3,362308","1,135115",20,"87,42"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1908,2023-09-23,"1,577857","2,508961","39,587814",613,"2,265641","1,169811",30,"88,36"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3656,2023-08-11,"1,208667","1,905488","23,030996",1607,"1,373485","1,076586",51,"90,65"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2773,2023-09-11,"1,481587","1,969365","29,177868",843,"2,170698","1,153624",33,"93,34"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1937,2023-09-24,"1,734643","2,495544","43,28877",621,"2,111739","1,158493",33,"97,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2221,2023-09-09,"1,944773","1,695568","32,974952",719,"2,95069","1,168393",20,"85,57"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2388,2023-09-08,"1,909787","1,714703","32,747173",803,"2,564571","1,147822",30,"89,76"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2202,2023-09-06,"2,235897","1,527615","34,155895",646,"3,353846","1,159401",19,"87,2"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2693,2023-09-05,"1,374308","2,08467","28,649776",895,"1,685472","1,157817",42,"89,33"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2250,2023-09-16,"1,591636","2,104055","33,488906",648,"2,035814","1,161778",33,"87,54"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3148,2023-08-09,"1,06186","2,497822","26,523381",1284,"1,304571","1,09371",59,"91,32"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3153,2023-09-17,"1,038791","2,441642","25,363563",926,"1,783585","1,182049",35,"94,53"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3292,2023-08-18,"1,247286","1,909959","23,822647",1075,"1,647358","1,113305",39,"87,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2135,2023-09-15,"1,343175","2,500992","33,592696",640,"2,644375","1,179859",21,"84,62"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2856,2023-09-04,"1,376618","2,045728","28,161853",896,"1,83549","1,163866",41,"93,61"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2216,2023-09-18,"1,474444","2,510961","37,022718",698,"2,064222","1,13222",37,"92,89"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2436,2023-09-14,"1,152436","2,77284","31,955208",719,"1,872708","1,154762",34,"89,89"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2123,2023-09-19,"1,828367","1,987024","36,330089",613,"3,318148","1,161564",19,"89,59"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2210,2023-09-07,"2,204878","1,612269","35,548565",713,"2,658824","1,150679",28,"90,4"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2875,2023-09-03,"1,595424","1,759094","28,064997",880,"2,139318","1,166609",35,"94,13"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1748,2023-09-20,"1,733529","2,543641","44,094763",555,"3,048621","1,147025",24,"88,41"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2266,2023-09-13,"1,46623","2,34255","34,347158",710,"1,944348","1,149162",39,"89,44"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3177,2023-08-08,"1,045862","2,492837","26,071633",1212,"1,399846","1,098521",48,"90,99"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3467,2023-08-10,"1,269306","1,968289","24,983598",1435,"1,450635","1,055091",57,"91,39"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1950,2023-09-21,"1,727843","2,315025",40,605,"3,263704","1,129744",21,"88,12"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2480,2023-09-12,"1,143165","2,75838","31,532821",788,"1,8062","1,154839",40,"90,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2340,2023-09-02,"1,250145","2,53211","31,655046",731,"1,627547","1,16453",47,"86,26"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1788,2023-09-22,"1,144156","3,761602","43,038593",595,"1,915217","1,144855",37,"88,1"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2359,2023-10-14,"1,2036","2,757353","33,1875",812,"1,920638","1,153031",40,"90,27"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3885,2023-08-14,"1,293662","1,699378","21,984203",1500,"1,530833","1,075418",47,"91,85"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1956,2023-10-07,"1,863404","2,144161","39,95438",615,"2,825161","1,120654",25,"87,58"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3536,2023-08-25,"1,309701","1,751634","22,941176",1139,"1,625","1,081731",44,"87,75"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2473,2023-10-08,"1,180625","2,86123","33,780401",901,"1,967708","1,130611",33,"94,45"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2609,2023-10-09,"1,311","2,402196","31,492793",856,"1,8354","1,116903",44,"91,77"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2957,2023-08-24,"1,298209","2,062808","26,779557",993,"1,610741","1,098411",41,"86,98"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2405,2023-10-10,"1,360149","2,454212","33,380952",806,"2,025111","1,135135",35,"91,13"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,4189,2023-08-15,"0,859528","2,352419","20,219707",1477,"1,124815","1,075674",65,"91,11"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2003,2023-10-11,"1,703208","2,277611","38,792437",718,"2,051591","1,161757",36,"90,27"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3219,2023-08-23,"1,18987","2,156259","25,656679",996,"1,527","1,109351",42,"91,62"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2244,2023-10-12,"1,279118","2,642829","33,804897",734,"1,976818","1,146613",33,"86,98"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2288,2023-10-13,"1,077595","3,029141","32,641871",833,"1,637115","1,13986",42,"85,13"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3900,2023-08-22,"1,184286","1,758392","20,824389",1272,"1,658","1,122821",37,"91,19"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1741,2023-09-26,"2,178049","2,027695","44,164194",535,"2,976667","1,161401",23,"89,3"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,4127,2023-08-16,"1,556842","1,25939","19,606717",1140,"2,275385","1,09668",30,"88,74"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2682,2023-10-15,"1,128","2,72","30,6816",923,"1,956735","1,165175",39,"95,88"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3951,2023-08-21,"1,044659","2,049849","21,41393",1191,"1,276806","1,08656",52,"91,93"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3204,2023-10-16,"1,110854","2,045398","22,721377",1057,"1,8218","1,251248",32,"91,09"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3519,2023-10-17,"1,009222","2,04685","20,657266",1164,"1,621964","1,249503",41,"90,83"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,5218,2023-08-20,"0,803529","2,089552","16,790167",1563,"1,166098","1,091414",57,"95,62"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2189,2023-10-18,"1,722157","2,019002","34,770388",747,"2,583235","1,153952",27,"87,83"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3488,2023-08-17,"1,692885","1,362326","23,062615",1124,"2,095952","1,094323",29,"88,03"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3744,2023-10-19,"1,672716","1,93041","32,290276",1347,"2,221148","1,120727",52,"135,49"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3713,2023-08-19,"0,894592","2,399608","21,466699",1198,"1,391587","1,099919",49,"87,67"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,5272,2023-10-20,"1,246696","1,894772","23,622061",1901,"1,939306","1,121206",58,"139,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,4412,2023-10-21,"1,121053","1,272265","14,262756",1524,"1,566176","1,69243",47,"106,5"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,4373,2023-08-30,"1,115375","1,660785","18,523978",1385,"1,593393","1,101532",39,"89,23"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,3506,2023-08-12,"0,958646","2,536998","24,320825",1626,"1,136173","1,079293",65,"92,03"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1360,2023-09-29,"2,582941","2,179487","56,294872",445,"3,028276","1,147059",21,"87,82"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,4330,2023-08-29,"0,933505","2,07265","19,348291",1364,"1,175974","1,080831",58,"90,55"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1524,2023-09-30,"2,101951","2,380952","50,046458",518,"2,393889","1,129921",28,"86,18"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1397,2023-09-28,"3,204444","1,750973","56,108949",424,"4,326","1,103794",15,"86,52"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,1818,2023-10-01,"2,488462","1,879518","46,771084",615,"3,130645","1,141364",24,"97,05"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,4428,2023-08-28,"1,154875","1,685985","19,471022",1343,"1,565932","1,07159",42,"92,39"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO,2103,2023-10-02,"1,990851","2,012848","40,072805",697,"2,924063","1,110319",29,"93,57"
